RowNr	L1ReqId	Text	ComplianceType	ComplianceStatement	L2ReqId	L2ReqText
360	SKA1-SYS_REQ-3088	The SKA1_Mid and SKA1_Low shall ensure that power consumption remains below available power supply capacity at all times.	Derived to L2	Yes	TM_REQ_222	"The TM, when performing the Automatic Telescope Shutdown, shall perform the following actions:
1. Cancel executing Scheduling Blocks.
2. Command all Dishes to stow (for TM Mid only).
3. Command CSP, SKA1-Mid Dishes (for TM MID only), MeerKAT Dishes (for TM MID only), LFAA (for TM LOW only) to low power mode.
4. Set TM equipment in CPF to low power mode.
 
Rationale:
The TM will orchestrate Telescope shutdown: a sequenced, orderly termination of relevant processes and power down of equipment that are affected by the power/cooling loss event. The idea is to ensure that data taken during the current observation is not compromised, equipment that are sensitive to hard power down are given due instruction to manage own power down, and to leave equipment in a state that poses least hazard for people or themselves (e.g. stowing of Dishes). Excluded from Telescope power down coordination from TM are INFRA-SA and INFRA-AUS computing sub-systems, and SADT networking equipment, and SDP equipment because it is not deployed at the array site."
455	SKA1-SYS_REQ-3238	"SKA1_Mid and SKA1_Low equipment that would otherwise present a safety hazard when subjected to an unplanned loss of main electrical power or main control function, shall enter a designated fail safe state."	Derived to L2	Yes	TM_REQ_222	"The TM, when performing the Automatic Telescope Shutdown, shall perform the following actions:
1. Cancel executing Scheduling Blocks.
2. Command all Dishes to stow (for TM Mid only).
3. Command CSP, SKA1-Mid Dishes (for TM MID only), MeerKAT Dishes (for TM MID only), LFAA (for TM LOW only) to low power mode.
4. Set TM equipment in CPF to low power mode.
 
Rationale:
The TM will orchestrate Telescope shutdown: a sequenced, orderly termination of relevant processes and power down of equipment that are affected by the power/cooling loss event. The idea is to ensure that data taken during the current observation is not compromised, equipment that are sensitive to hard power down are given due instruction to manage own power down, and to leave equipment in a state that poses least hazard for people or themselves (e.g. stowing of Dishes). Excluded from Telescope power down coordination from TM are INFRA-SA and INFRA-AUS computing sub-systems, and SADT networking equipment, and SDP equipment because it is not deployed at the array site.
"
456	SKA1-SYS_REQ-3238	"SKA1_Mid and SKA1_Low equipment that would otherwise present a safety hazard when subjected to an unplanned loss of main electrical power or main control function, shall enter a designated fail safe state."	Derived to L2	Yes	TM_REQ_222	"The TM, when performing the Automatic Telescope Shutdown, shall perform the following actions:
1. Cancel executing Scheduling Blocks.
2. Command all Dishes to stow (for TM Mid only).
3. Command CSP, SKA1-Mid Dishes (for TM MID only), MeerKAT Dishes (for TM MID only), LFAA (for TM LOW only) to low power mode.
4. Set TM equipment in CPF to low power mode.
 
Rationale:
The TM will orchestrate Telescope shutdown: a sequenced, orderly termination of relevant processes and power down of equipment that are affected by the power/cooling loss event. The idea is to ensure that data taken during the current observation is not compromised, equipment that are sensitive to hard power down are given due instruction to manage own power down, and to leave equipment in a state that poses least hazard for people or themselves (e.g. stowing of Dishes). Excluded from Telescope power down coordination from TM are INFRA-SA and INFRA-AUS computing sub-systems, and SADT networking equipment, and SDP equipment because it is not deployed at the array site.
"
407	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_223	"The TM, when performing manual and automatic Telescope shutdown, shall report to the Operator the following Events:
1. shutdown start event
2. shutdown alarm event if a step in the shutdown process fails
Rationale: Shutdown events are reported because after shutdown the Telescope may not be able to report its state.
"
408	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_223	"The TM, when performing manual and automatic Telescope shutdown, shall report to the Operator the following Events:
1. shutdown start event
2. shutdown alarm event if a step in the shutdown process fails
Rationale: Shutdown events are reported because after shutdown the Telescope may not be able to report its state.
"
455	SKA1-SYS_REQ-3238	"SKA1_Mid and SKA1_Low equipment that would otherwise present a safety hazard when subjected to an unplanned loss of main electrical power or main control function, shall enter a designated fail safe state."	Derived to L2	Yes	TM_REQ_226	"The SKA1-Mid TM shall, when requested via its S1M.TM_USER.001 interface, command selected Dishes to stow via its I.S1M.AIV_TM.001 interface."
456	SKA1-SYS_REQ-3238	"SKA1_Mid and SKA1_Low equipment that would otherwise present a safety hazard when subjected to an unplanned loss of main electrical power or main control function, shall enter a designated fail safe state."	Derived to L2	Yes	TM_REQ_226	"The SKA1-Mid TM shall, when requested via its S1M.TM_USER.001 interface, command selected Dishes to stow via its I.S1M.AIV_TM.001 interface."
62	SKA1-SYS_REQ-2310	It shall be possible to filter alarms individually or by group.	Derived to L2	Yes	TM_REQ_23	"The TM shall support the following drill-down features:
Where a set of Alarms or failure events have been reported as related in terms of a hierarchy, the TM shall give an Operator the ability to drill down the level of event reported by displaying the next lower level or next higher level upon request.
By allowing an Operator to navigate from an Alarm that is displayed in the Alarm summary display to the TANGO attribute that provides the process value that the Alarm monitors.
Note that the Telescope sub-systems will report information to TM in a structure.  The TM will support drill down down to the level as reported to TM."
468	SKA1-SYS_REQ-3247	SKA1_Low and SKA1_Mid equipment shall facilitate updates of major software updates within the system availability allocations.	Derived to L2	Yes	TM_REQ_230	"The TM shall allow the Maintainer to access the applicable engineering interfaces of the following Elements to perform software and firmware upgrades remotely:
1. DSH,
2. LFAA,
3. MeerKAT Dish,
4. MeerKAT TFR,
5. SDP,
6. CSP,
7. SADT.
"
469	SKA1-SYS_REQ-3247	SKA1_Low and SKA1_Mid equipment shall facilitate updates of major software updates within the system availability allocations.	Derived to L2	Yes	TM_REQ_230	"The TM shall allow the Maintainer to access the applicable engineering interfaces of the following Elements to perform software and firmware upgrades remotely:
1. DSH,
2. LFAA,
3. MeerKAT Dish,
4. MeerKAT TFR,
5. SDP,
6. CSP,
7. SADT.
"
58	SKA1-SYS_REQ-2306	There shall be an interactive forensic tool for evaluating and understanding the state and behaviour of the system at any one time.	Derived to L2	Yes	TM_REQ_232	"The TM, when performing manual and automatic Telescope shutdown, shall persist the following Events:
1. shutdown start event
2. shutdown alarm event if a step in the shutdown process fails
Note by persistence is meant the storage of information for retrieval at a later stage when the system may be in a state where the information stored is not necessarily relevant to the current operation. I.e. it is stored for use other than what the current operation requires and may be used at a post hoc stage.
Rationale: Shutdown events are recorded to help explain the exact cause of shutdown after the fact and to find the cause of failure to shut down automatically.
"
407	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_232	"The TM, when performing manual and automatic Telescope shutdown, shall persist the following Events:
1. shutdown start event
2. shutdown alarm event if a step in the shutdown process fails
Note by persistence is meant the storage of information for retrieval at a later stage when the system may be in a state where the information stored is not necessarily relevant to the current operation. I.e. it is stored for use other than what the current operation requires and may be used at a post hoc stage.
Rationale: Shutdown events are recorded to help explain the exact cause of shutdown after the fact and to find the cause of failure to shut down automatically.
"
408	SKA1-SYS_REQ-3182	SKA-Mid and SKA-Low? shall log their operational states at all times.	Derived to L2	Yes	TM_REQ_232	"The TM, when performing manual and automatic Telescope shutdown, shall persist the following Events:
1. shutdown start event
2. shutdown alarm event if a step in the shutdown process fails
Note by persistence is meant the storage of information for retrieval at a later stage when the system may be in a state where the information stored is not necessarily relevant to the current operation. I.e. it is stored for use other than what the current operation requires and may be used at a post hoc stage.
Rationale: Shutdown events are recorded to help explain the exact cause of shutdown after the fact and to find the cause of failure to shut down automatically.
"
